Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-06-01,Europe,Redmi,74384,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Latin America,Redmi,30993,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Middle East & Africa,Redmi,24795,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Asia,Xiaomi Flagship,21198,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Europe,Xiaomi Flagship,8772,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Latin America,Xiaomi Flagship,3655,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Middle East & Africa,Xiaomi Flagship,2924,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Asia,POCO,30243,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Europe,POCO,12514,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Latin America,POCO,5214,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Middle East & Africa,POCO,4171,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Asia,Black Shark,4805,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Europe,Black Shark,1988,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Latin America,Black Shark,828,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Middle East & Africa,Black Shark,663,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Asia,Other,18372,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Europe,Other,7602,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Latin America,Other,3168,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-01,Middle East & Africa,Other,2534,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Asia,Redmi,173437,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Europe,Redmi,71767,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Latin America,Redmi,29903,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Middle East & Africa,Redmi,23922,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Asia,Xiaomi Flagship,20452,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Europe,Xiaomi Flagship,8463,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Latin America,Xiaomi Flagship,3526,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Middle East & Africa,Xiaomi Flagship,2821,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Asia,POCO,29179,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Europe,POCO,12074,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Latin America,POCO,5031,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Middle East & Africa,POCO,4025,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Asia,Black Shark,4636,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Europe,Black Shark,1918,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Latin America,Black Shark,799,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Middle East & Africa,Black Shark,639,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Asia,Other,17725,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Europe,Other,7335,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Latin America,Other,3056,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-02,Middle East & Africa,Other,2445,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Asia,Redmi,155020,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Europe,Redmi,64146,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Latin America,Redmi,26728,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Middle East & Africa,Redmi,21382,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Asia,Xiaomi Flagship,18281,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Europe,Xiaomi Flagship,7564,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Latin America,Xiaomi Flagship,3152,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Middle East & Africa,Xiaomi Flagship,2521,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Asia,POCO,26080,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Europe,POCO,10792,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Latin America,POCO,4497,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Middle East & Africa,POCO,3597,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Asia,Black Shark,4144,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Europe,Black Shark,1715,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Latin America,Black Shark,714,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Middle East & Africa,Black Shark,572,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Asia,Other,15843,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Europe,Other,6556,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Latin America,Other,2732,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-03,Middle East & Africa,Other,2185,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Asia,Redmi,176935,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Europe,Redmi,73214,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Latin America,Redmi,30506,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Middle East & Africa,Redmi,24405,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Asia,Xiaomi Flagship,20865,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Europe,Xiaomi Flagship,8634,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Latin America,Xiaomi Flagship,3597,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Middle East & Africa,Xiaomi Flagship,2878,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Asia,POCO,29767,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Europe,POCO,12318,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Latin America,POCO,5132,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Middle East & Africa,POCO,4106,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Asia,Black Shark,4729,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Europe,Black Shark,1957,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Latin America,Black Shark,815,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Middle East & Africa,Black Shark,652,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Asia,Other,18083,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Europe,Other,7483,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Latin America,Other,3118,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-04,Middle East & Africa,Other,2494,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Asia,Redmi,167837,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Europe,Redmi,69450,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Latin America,Redmi,28937,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Middle East & Africa,Redmi,23150,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Asia,Xiaomi Flagship,19792,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Europe,Xiaomi Flagship,8190,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Latin America,Xiaomi Flagship,3412,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Middle East & Africa,Xiaomi Flagship,2730,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Asia,POCO,28237,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Europe,POCO,11684,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Latin America,POCO,4868,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Middle East & Africa,POCO,3895,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Asia,Black Shark,4486,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Europe,Black Shark,1856,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Latin America,Black Shark,773,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Middle East & Africa,Black Shark,619,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Asia,Other,17153,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Europe,Other,7098,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Latin America,Other,2957,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-05,Middle East & Africa,Other,2366,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Asia,Redmi,173144,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Europe,Redmi,71646,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Latin America,Redmi,29852,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Middle East & Africa,Redmi,23882,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Asia,Xiaomi Flagship,20418,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Europe,Xiaomi Flagship,8449,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Latin America,Xiaomi Flagship,3520,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Middle East & Africa,Xiaomi Flagship,2816,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Asia,POCO,29130,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Europe,POCO,12054,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Latin America,POCO,5022,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Middle East & Africa,POCO,4018,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Asia,Black Shark,4628,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Europe,Black Shark,1915,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Latin America,Black Shark,798,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Middle East & Africa,Black Shark,638,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Asia,Other,17696,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Europe,Other,7322,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Latin America,Other,3051,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-06,Middle East & Africa,Other,2441,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Asia,Redmi,166471,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Europe,Redmi,68885,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Latin America,Redmi,28702,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Middle East & Africa,Redmi,22962,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Asia,Xiaomi Flagship,19631,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Europe,Xiaomi Flagship,8123,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Latin America,Xiaomi Flagship,3385,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Middle East & Africa,Xiaomi Flagship,2708,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Asia,POCO,28007,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Europe,POCO,11589,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Latin America,POCO,4829,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Middle East & Africa,POCO,3863,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Asia,Black Shark,4450,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Europe,Black Shark,1841,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Latin America,Black Shark,767,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Middle East & Africa,Black Shark,614,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Asia,Other,17014,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Europe,Other,7040,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Latin America,Other,2933,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-07,Middle East & Africa,Other,2347,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Asia,Redmi,156557,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Europe,Redmi,64782,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Latin America,Redmi,26993,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Middle East & Africa,Redmi,21594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Asia,Xiaomi Flagship,18462,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Europe,Xiaomi Flagship,7639,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Latin America,Xiaomi Flagship,3183,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Middle East & Africa,Xiaomi Flagship,2546,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Asia,POCO,26339,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Europe,POCO,10899,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Latin America,POCO,4541,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Middle East & Africa,POCO,3633,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Asia,Black Shark,4185,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Europe,Black Shark,1732,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Latin America,Black Shark,722,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Middle East & Africa,Black Shark,577,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Asia,Other,16000,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Europe,Other,6621,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Latin America,Other,2759,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-08,Middle East & Africa,Other,2207,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Asia,Redmi,164509,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Europe,Redmi,68073,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Latin America,Redmi,28364,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Middle East & Africa,Redmi,22691,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Asia,Xiaomi Flagship,19400,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Europe,Xiaomi Flagship,8027,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Latin America,Xiaomi Flagship,3345,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Middle East & Africa,Xiaomi Flagship,2676,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Asia,POCO,27677,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Europe,POCO,11452,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Latin America,POCO,4772,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Middle East & Africa,POCO,3817,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Asia,Black Shark,4397,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Europe,Black Shark,1820,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Latin America,Black Shark,758,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Middle East & Africa,Black Shark,607,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Asia,Other,16813,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Europe,Other,6957,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Latin America,Other,2899,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-09,Middle East & Africa,Other,2319,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Asia,Redmi,160431,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Europe,Redmi,66385,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Latin America,Redmi,27660,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Middle East & Africa,Redmi,22128,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Asia,Xiaomi Flagship,18919,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Europe,Xiaomi Flagship,7828,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Latin America,Xiaomi Flagship,3262,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Middle East & Africa,Xiaomi Flagship,2609,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Asia,POCO,26991,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Europe,POCO,11169,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Latin America,POCO,4654,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Middle East & Africa,POCO,3723,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Asia,Black Shark,4288,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Europe,Black Shark,1774,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Latin America,Black Shark,739,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Middle East & Africa,Black Shark,591,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Asia,Other,16396,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Europe,Other,6785,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Latin America,Other,2827,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-10,Middle East & Africa,Other,2262,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Asia,Redmi,161086,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Europe,Redmi,66656,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Latin America,Redmi,27773,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Middle East & Africa,Redmi,22219,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Asia,Xiaomi Flagship,18996,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Europe,Xiaomi Flagship,7860,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Latin America,Xiaomi Flagship,3275,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Middle East & Africa,Xiaomi Flagship,2620,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Asia,POCO,27101,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Europe,POCO,11214,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Latin America,POCO,4673,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Middle East & Africa,POCO,3738,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Asia,Black Shark,4306,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Europe,Black Shark,1782,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Latin America,Black Shark,742,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Middle East & Africa,Black Shark,594,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Asia,Other,16463,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Europe,Other,6812,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Latin America,Other,2838,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-11,Middle East & Africa,Other,2271,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Asia,Redmi,163982,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Europe,Redmi,67854,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Latin America,Redmi,28273,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Middle East & Africa,Redmi,22618,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Asia,Xiaomi Flagship,19337,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Europe,Xiaomi Flagship,8002,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Latin America,Xiaomi Flagship,3334,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Middle East & Africa,Xiaomi Flagship,2667,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Asia,POCO,27588,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Europe,POCO,11416,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Latin America,POCO,4757,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Middle East & Africa,POCO,3805,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Asia,Black Shark,4383,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Europe,Black Shark,1814,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Latin America,Black Shark,756,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Middle East & Africa,Black Shark,605,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Asia,Other,16759,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Europe,Other,6935,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Latin America,Other,2890,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-12,Middle East & Africa,Other,2312,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Asia,Redmi,160819,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Europe,Redmi,66546,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Latin America,Redmi,27727,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Middle East & Africa,Redmi,22182,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Asia,Xiaomi Flagship,18965,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Europe,Xiaomi Flagship,7847,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Latin America,Xiaomi Flagship,3270,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Middle East & Africa,Xiaomi Flagship,2616,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-06-13,Asia,POCO,27056,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
